"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"50","Private","Atmiya University","Yogidham Gurukul, Kalawad Road, RajkotKalawad Road Rajkot","360005","Gujarat","2(f)"
"51","Private","Atria University","ASKB Campus1st Main Road, AGS Colony, Anandhnagar, Hebbal, Bangaluru","560024","Karnataka","2(f)"
"52","Private","Auniati University","Kaliapani, Teok, Dist. Jorhat","785112","Assam","2(f)"
"53","Private","AURO University, Surat","Earthspace, Hazira RoadOpposite ONGC, Surat, Gujarat.","394510","Gujarat","2(f)"
"54","Private","Avantika University","Avantika University, Vishwanathpuram, Lekoda Village, Ujjian, MP, IndiaLekoda VillageUjjain","456006","Madhya Pradesh","2(f)"
"55","Private","Azim Premji University","Bypass Road, Kanhasaiya, Tehsil-Huzur, Bhopal","462010","Madhya Pradesh","2(f)"
"56","Private","Azim Premji University","Survey No 66,Burugunte Village,Bikkanahalli Main Rd,Sarjapura, Bengaluru","562125","Karnataka","2(f)"
"57","Private","Baba Mast Nath University","ASTHAL BOHAR, ROHTAK Rohtak, Haryana.","124001","Haryana","2(f)"
"58","Private","Babu Banarasi Das University","55, Babu Banarasi Das Nagar, Lucknow","201206","Uttar Pradesh","2(f)"
"59","Private","Babu Dinesh Singh University","Farathiya, Garhwa","822114","Jharkhand","2(f)"
"60","Private","Baddi University of Emerging Sciences & Technology","Makhnumajra, BADDI, Distt. Solan","173205","Himachal Pradesh","2(f)"
"61","Private","Bahra University","Waknaghat Tehsil Kandaghat SolanTehsil-KandaghatDistt. Solan","173234","Himachal Pradesh","2(f)"
"62","Private","Bareilly International University","Rohilkhand Medical College Campus, Pilibhit Bypass Road,  Bareilly","243006","Uttar Pradesh","2(f)"
"63","Private","Bennett University","Plot No.8-11,Tech Zone II, Greater NoidaTechZone II,Greater Noida","201310","Uttar Pradesh","2(f)"
"64","Private","Bhabha University","NH-12, Hoshangabad, Jatkhedi, Bhopal","462026","Madhya Pradesh","2(f)"
"65","Private","Bhagwan Mahavir University","VIP Road, Vesu, SuratVesu, Surat","395007","Gujarat","2(f)"
"66","Private","Bhagwant Global University","Village & Post- Uttari Jhandi ChaurTehsil- Kotdwar, Distt.- Pauri Garhwal","246149","Uttarakhand","2(f)"
"67","Private","Bhagwant University","Sikar Road, Ajmer,","305 004","Rajasthan","2(f)"
"68","Private","Bhaikaka University","Gokal Nagar, Karamsad – 388325 Gujarat, India Karamsad","388325","Gujarat","2(f)"
"69","Private","Bharatiya Engineering Science and Technology Innovation University","Gownivaripalli, Gorantla Mandal, Anantapur","515231","Andhra Pradesh","2(f)"
"70","Private","Bharti Vishwavidyalay","ChankhuriDurg","491001","Chhattisgarh","2(f)"
"71","Private","Bhartiya Skill Development University","Plot No. SI/INST/001,Social Infrastructure Zone, Mahindra World City, Off Ajmer Road, Jaipur","302037","Rajasthan","2(f)"
"72","Private","Bhupal Nobles University","Maharana Pratap Station RoadSevashram Circle,Udaipur","313001","Rajasthan","2(f)"
"73","Private","Bir Tikendrajit University","South View, Canchipur,Imphal WestManipur","795003","Manipur","2(f)"
"74","Private","Birla Global University","IDCO Plot-2, Institutional Area, Gothapatna, Bhubaneswar, OdishaInstitutional Area,VIII-Gothapatna,P.S-Chandaka,Bhubaneswar","751029","Odisha","2(f)"
"75","Private","BML Munjal University","67th Milestone, National Highway - 8 Sidhrawali, Gurugram, Haryana -123413NH-8, Village Sidhrawali, Gurugram","123413","Haryana","2(f)"
"76","Private","Brainware University","398, Ramkrishnapur Road,Barasat, KolkataNorth 4 Pgs., West Bengal","700125","West Bengal","2(f)"
"77","Private","C. U. Shah University","Surendranagar- Ahmedabad HighwayNr. Kothariya Village, Wadhwan CitySurendranagar","363030","Gujarat","2(f)"
"78","Private","C. V. Raman Global University","Bidyanagar, Mahura, Janla, Bhubaneswar","752054","Odisha","2(f)"
"79","Private","Capital University","Ranchi-Patna Main Road,District-Koderma,","825410","Jharkhand","2(f)"
"80","Private","Career Point University","Career Point University Hamirpur,Campus : Bhoranj (Tikker - Kharwarian), Hamirpur, [H.P] - 176041  Contact : +91-1972-269702, +91-8261001325  Email : hp@cpuniverse.in","176041","Himachal Pradesh","2(f)"
"81","Private","Career Point University","Alniya, NH-52, Jhalawar Road, Kota, Rajasthan","325003","Rajasthan","2(f)"
"82","Private","Centurion  University  of Technolgy and Management","AT: ALLURI NAGAR, PO: R.SITAPUR, VIA: UPPALADA, PARALAKHEMUNDI, GAJAPATI, ODISHAVia-Uppalada, ParalakhemundiNULL","761211","Odisha","2(f) & 12(B)"
"83","Private","Centurion University of Technology and Management","Tekkali Village, Nelimarla Mandal, Anandapuram Mandal, Visakhapatnam","535003","Andhra Pradesh","2(f)"
"84","Private","CEPT University (Formerly Centre for Environmental Planning and Technology University)","University Road, Navrangpura, Ahmedabad","380009","Gujarat","2(f)"
"85","Private","Chanakya University","Brigade Orchards,Rayasandru Village, Kasaba Hobli,Devanahalli Taluk,Bengaluru Rural District","562110","Karnataka","2(f)"
"86","Private","Chandigarh University","NH-95, Chandigarh Ludhiana Highway, Gharuan, Mohali, Punjab.Punjab","140413","Punjab","2(f) & 12(B)"
"87","Private","Charotar University of Science & Technology","Off Nadiad-Petlad Highway Road, Changa","388415","Gujarat","2(f)"
"88","Private","Chhatrapati Shivaji Maharaj University","Near Shedung toll plaza, Old Mumbai-Pune Highway, Panvel, Navi Mumbai, MaharashtraOld Mumbai pune highway,panvel, navi mumbai","410206","Maharashtra","2(f)"
"89","Private","Chirayu University","Bhopal-Indore Highway, Near Bairagarh, Bhainsakhedi","462030","Madhya Pradesh","2(f)"
"90","Private","Chitkara  University","Chandigarh-Patiala National Highway, Village Jhansla, Tehsil Rajpura, District Patiala(NH-64),Jhansala(V),Rajpura PatialaNULL","140401","Punjab","2(f)"
"91","Private","Chitkara University","HIMUDA Education HubPinjore-Barotiwala Highway (NH_21A)Solan,","174 103","Himachal Pradesh","2(f)"
"92","Private","CMJ University","GS road,Jorabat, Right-bhoi district, meghalayaRi-Bhoi DistrictMeghalay","793101","Meghalaya","2(f)"
"93","Private","CMR University","#2, 3rd C Cross, 6th A Main, HEBR Layout, Kalyananagar, BangaloreIInd Block, HRBR Layout,Kalyan Nagar, Bangolare","560043","Karnataka","2(f)"
"94","Private","COER University, Roorkee","7KM. on Roorkee -Haridwar Road, Vardhmanpuram, Roorkee","247667","Uttarakhand","2(f)"
"95","Private","CT University","VPO-SIDHWAN KHURD, CHOWKI MANN, TEHSIL-JAGRAON, LUDHIANALudhiana","142024","Punjab","2(f)"
"96","Private","D Y Patil International University","Sector No. 29, Pradhikaran, Akurdi, PuneAkurdi,Pune","411044","Maharashtra","2(f)"
"97","Private","D. Y. Patil  Agriculture and Technical University","TalsandeKolhapur","416112","Maharashtra","2(f)"
"98","Private","D. Y. Patil University","Sr No 124 & 126, Ambi, Tal-Maval, MIDC Road, Talegaon Dabhade,Pune","410507","Maharashtra","2(f)"
"99","Private","D.A.V University","Village Sarmastpur, Jalandhar-Pathankot National Highway, JalandharSamastpur Village, Jalandhar, India","144012","Punjab","2(f)"
"100","Private","Darshan University","Rajkot-Morbi Highway, Distt. Rajkot","363650","Gujarat","2(f)"
"101","Private","Dayananda Sagar University","Innovation Campus  ,  Hosur  Main Road , Kudlu Gate , BangaloreKumaraswamy Layout, BangloreKarnataka","560114","Karnataka","2(f)"
"102","Private","DBS Global University","122 MI, Behind Pharma City, Selaqui, Dehradun","248011","Uttarakhand","2(f)"
"103","Private","DES Pune University","Pune Mukunddas Lohia Academic Complex, BMCC, Shivaninagar, Taluka-Haveli, Pune","411004","Maharashtra","2(f)"
"104","Private","Desh Bhagat University","Desh Bhagat University, Village Saunti, Tehsil Amloh, District Fatehgarh Sahib, Punjab 147203 Mandi Gobindgarh (Pb.)","147203","Punjab","2(f) & 12(B)"
"105","Private","Dev Bhoomi Uttarakhand University","Navgaon, ManduwalaDehradun","","Uttarakhand","2(f)"
"106","Private","Dev Sanskriti Vishwavidyalaya","Village Sankra Kumhari,District Durg","490042","Chhattisgarh","2(f)"
"107","Private","Dev Sanskriti Vishwavidyalaya","Gayatrikunj, Shantikunj, Haridwar","249411","Uttarakhand","2(f)"
"108","Private","Dhanalakshmi Srinivasan University","SamayapuramTiruchirapalli","621112","Tamil Nadu","2(f)"
"109","Private","Dhirubhai Ambani University","DAIICT, Near Indroda Circle, Gandhinagar","382007","Gujarat","2(f)"
"110","Private","DIT University","Mussoorie Diversion Road, Makkawala, P.O. Bhagwantpur, Dehradun, UttarakhandMakkawala, Dehradun","248 009","Uttarakhand","2(f)"
"111","Private","Dr C V Raman University","village & post CHHAIGAON MAKHAN,Dist-KhandwaPost-Chhaigaon MakhanKhandwa","450771","Madhya Pradesh","2(f)"
"112","Private","Dr C. V. Raman University","Block-Bhagwanpur, NH-77, Distt.- Vaishali","844114","Bihar","2(f)"
"113","Private","Dr K N Modi University","NewaiArea ph-II, Post Box No.01, Newai,Distt. Tonk, Rajasthan","304021","Rajasthan","2(f)"
"114","Private","Dr. A.P.J Abdul Kalam University","Indore Dewas Bypass, Arandia, IndoreVillage- Arandia, Post- Jhalaria,Indore","452016","Madhya Pradesh","2(f)"
"115","Private","Dr. C.V. Raman University","Kargi Road Kota, Bilaspur, Distt. Bilaspur","495113","Chhattisgarh","2(f)"
"116","Private","Dr. D.Y. Patil Dnyan Prasad","Sant Tukaram Nagar, Pimpri Chinchwad, Survey Nos. 180/2/1 and 180/2/2, Taluka Haveli, Pune","411018","Maharashtra","2(f)"
"117","Private","Dr. P. A. Inamdar University","K. B. Hidayatullah Road, Azam Campus, Camp, Pune","411001","Maharashtra","2(f)"
"118","Private","Dr. Preeti Global University","Gram Dinara, Teh Karera,District-Shivpuri","473665","Madhya Pradesh","2(f)"
"119","Private","Dr. Subhash University","Dr. Subhash Road, Junagadh,","362001","Gujarat","2(f)"
"120","Private","Dr. Vishwanath Karad MIT World Peace University","S.no.-124, Paud Road,Kothrud,Pune","411038","Maharashtra","2(f)"
"121","Private","DRIEMS University","Kairapari, P.O. Kotsahi, Tehsil Tangi, District Cuttack, Odisha","754022","Odisha","2(f)"
"122","Private","Drs. Kiran & Pallavi Patel Global University (KPGU)","Krishna Edu Campus, Varnama, Vadodara","391243","Gujarat","2(f)"
"123","Private","Durga Soren University","Shivam Trust, Bompass Town, Deoghar","814114","Jharkhand","2(f)"
"124","Private","Eklavya University","Ojaswini Nagar,Sagar Road,Damoh","","Madhya Pradesh","2(f)"
"125","Private","Era University","SARFARAZGANJ, HARDOI ROAD, LUCKNOWHardoi RoadLucknow","226003","Uttar Pradesh","2(f)"
"126","Private","Eternal University","Eternal Unviersity, Baru Sahib, District- Sirmour (H.P.)","173101","Himachal Pradesh","2(f)"
"127","Private","F.S. University","NH-19, Near Balaji Mandir,Shikohabad, Dist Firozabad,","","Uttar Pradesh","2(f)"
"128","Private","Flame University","GAT No. 1270Village LavaleTaluka Mulshi, Pune","411042","Maharashtra","2(f)"
"129","Private","Future University","Bareilly-Lucknow Road, Near Faridpur, Bareilly","243503","Uttar Pradesh","2(f)"
"130","Private","G L A University","Campus: 17 Km Stone NH#2, Delhi Mathura Highway, Po-Chaumuhan, Mathura. Off-campus: Plot No. 15 A, Knowledge Park-2, Greater Noida, Gautam Buddha Nagar (UGC Approved)","281406","Uttar Pradesh","2(f) & 12(B)"
"131","Private","G. D. Goenka University","G. D. Goenka Education City, Sohna, Gurugram Road, Delhi-NCR, Haryana-122103, IndiaSohna Gurgaon RoadSohna, Haryana","122103","Haryana","2(f)"
"132","Private","G. M. University","Karur Village, Kasaba Hobli, Davanagere District","577006","Karnataka","2(f)"
"133","Private","G. S. University","NH-9, Pilkhuwa, Dist. Hapur","245304","Uttar Pradesh","2(f)"
"134","Private","G.H Raisoni University","Dhoda Borgaon, Village Saikheda, Tah Sausar, Dist Chhindwara(M.P) Tah-Saunsar,Dist-Chhindwara","480334","Madhya Pradesh","2(f)"
"135","Private","G.H.Raisoni University","Anjangaon Bari Road, Amravati MaharashtraBari Road,Amravat","444701","Maharashtra","2(f)"
"136","Private","G.L.S. University","GLS Campus, Opp. Law Garden, Ellisbridge, AhmedabadOpp. Law GardenEllisbridge, Ahmedabad","380006","Gujarat","2(f)"
"137","Private","Galgotias University","PLOT NO 2, SECTOR 17 A, YAMUNA EXPRESSWAY GREATER NOIDA UTTAR PRDAESHYamuna Expressway Gautam Budh Nagar","203201","Uttar Pradesh","2(f) & 12(B)"
"138","Private","Gandhi Institute of Engineering and Technology University Odisha","Gunupur,Distt. Rayagada,Odisha","765022","Odisha","2(f)"
"139","Private","Gandhinagar University","Village: Moti Bhoyan, Khatraj-Kalol Road, Gandhinagar","382721","Gujarat","2(f)"
"140","Private","Ganpat University","Ganpat Vidyanagar, MehsanaGoazaria HighwayDistrict Mehsana","382 711","Gujarat","2(f)"
"141","Private","Garden City University","GCC House, #340, 5th Main,Indiranagar Double Road,,1st Stage, Indiranagar, Banglore","560038","Karnataka","2(f)"
"142","Private","Geeta University","NH-71A, NaulthaPanipat","132145","Haryana","2(f)"
"143","Private","Geetanjali University","Geetanjali Medicity, Hiran Magri Extension,","313002","Rajasthan","2(f)"
"144","Private","Girijananda Chowdhury University","Hathkhowapara, Azara, Guwahati, District-Kamrup (Metro)","781017","Assam","2(f)"
"145","Private","GNA University","Sri Hargobindgarh, Phagwara-Hoshiarpur Road,Phagwara,Distt. Kapurthala","144401","Punjab","2(f)"
"146","Private","Gokul Global University","GOKUL GLOBAL UNIVERSITY,NEAR SUJANPUR PATIA,OPPOSITE IOC DEPOT,STATE HIGHWAY-41,SIDDHPUR-384151Near G. R. S. L., Sujanpur PatiaSidhpur, Dist- Patan","384151","Gujarat","2(f)"
"147","Private","Gopal Narayan Singh University","Jamuhar, PO-Jamuhar, Dist-Rohtas","821305","Bihar","2(f)"
"148","Private","Graphic Era Hill University","510, Society Area, Clement TownDehradun (Main campus at Dehradun, Second campus at Garhwal Region (Belkhet Gram, District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital, Dehradun (Uttarakhand)","248002","Uttarakhand","2(f)"
"149","Private","GSFC University","Vigyan BhavanPO FertilizernagarDist. Vadodara","391750","Gujarat","2(f)"
"150","Private","Gujarat Maritime University","Sagar Bhavan, Ground Floor,Sector-10-A,Opp. Air Force Centre,CHH Road, Gandhinagar","382010","Gujarat","2(f)"
"151","Private","Guru Kashi University","Sardugah Road, Talwandi saboBathinda, Punjab","151302","Punjab","2(f)"
"152","Private","Guru Nanak University","Ibrahimpatnam, Ranga Reddy District, Hyderabad","501506","Telangana","2(f)"
"153","Private","Gyanmanjari Innovative University","Survey No. 30, Sidsar Road, Bhavnagar,","364060","Gujarat","2(f)"
"154","Private","Gyanodaya University","Village- SuwakhedaDistrict-NeemuchMadhya Pradesh","458441","Madhya Pradesh","2(f)"
"155","Private","Gyanveer University","Village- Maa-Emliya, Ph-20, Block-Rahatgarh, Sagar","470115","Madhya Pradesh","2(f)"
"156","Private","Haridwar University","5th KM, Roorkee-Haridwar Canal Road, Village-Bajuheri, Roorkee","247667","Uttarakhand","2(f)"
"157","Private","Himalayan University","401, Takar Complex, Nahalagun","791110","Arunachal Pradesh","2(f)"
"158","Private","Homoeopathy University","Saipura, SanganerJaipur","302029","Rajasthan","2(f)"
"159","Private","HRIT University","8th Km Stone, Delhi-Meerut Road, HRIT Campus, Ghaziabad","201003","Uttar Pradesh","2(f)"
"160","Private","I.E.C. (India Education Centre) University","Baddi, SolanHimachal Pradesh","","Himachal Pradesh","2(f)"
"161","Private","I.E.S. University","IES Campus Ratibad Main RoadBhopal","462044","Madhya Pradesh","2(f)"
"162","Private","ICFAI University","Khasra No. 505/1 Village Jamdoli, Agra Road Jaipur-302 031 RajasthanVillage: Jamdoli,Agra Road Jaipur","302031","Rajasthan","2(f)"
"163","Private","ICFAI University","Plot no. 5 Atal Shiksha Kunj  Village kalujhanda P.o Mandhal tel Baddi Distt. Solan H.P","174103","Himachal Pradesh","2(f)"
"164","Private","ICFAI University","KUMHARI","490042","Chhattisgarh","2(f)"
"165","Private","ICFAI University","6th Mile,Sovima VillageKohima Road, Dimapur","797112","Nagaland","2(f)"
"166","Private","IFTM University","Lodhipur Rajpur, Delhi Road, Moradabad (UP)Moradabad-244 102","244102","Uttar Pradesh","2(f)"
"167","Private","IIHMR University","1, Prabhu Dayal Marg, Near Sanganer Airport, JaipurNear Sanganer AirportJaipur","302029","Rajasthan","2(f)"
"168","Private","IILM University","Plot No. 16-18Knowledge park-II,Greater Noida","201308","Uttar Pradesh","2(f)"
"169","Private","IILM University","IILM University, 1, Knowledge Centre, Golf Course Road, Sector-53, Gurugram-Haryana-122003Golf course RoadSector-53, Gurugram","122003","Haryana","2(f)"
"170","Private","IIMT University","""O"" Pocket, Ganga Nagar, Mawana Road, MeerutMawana RoadMeerut","245101","Uttar Pradesh","2(f) & 12(B)"
"171","Private","IMS Unison University","Makkawala Greens,Mussorie Diversion Road, Dehradun","248009","Uttarakhand","2(f)"
"172","Private","India International University of Legal Education and Research","Upasnagar, sancoale, Airport Road, South Goa","403710","Goa","2(f)"
"173","Private","Indian Institute of Public Health","Opposite Air-Force Headquarters GandhinagarNear Lekawada Bus Stop, Gandhinagar-Chiloda roadCRPF, P. O. Lekawada, Gandhinagar","382042","Gujarat","2(f)"
"174","Private","Indira Gandhi Technological and Medical Science University","Ziro, Lower Subansiri","791120","Arunachal Pradesh","2(f)"
"175","Private","Indrashil University","ON Ahmedabad-Mahesana Highway, Take Left from Kalapi Hotel, Near Chhatral,Kadi,GIDC, Rajpur, Taluka:Kadi, Dist.-Mehsana","382715","Gujarat","2(f)"
"176","Private","Indus International Uniersity","V.P.O. BathuTehsil HaroliDistt. Una","174301","Himachal Pradesh","2(f)"
"177","Private","Indus University","Vill. Rancharda, Via: Shilaj, AhmedabadRancharda, Via-ThaltejAhmedabad","382115","Gujarat","2(f)"
"178","Private","Institute of Advanced Research","nstitute of Advanced Research, Koba Institutional Area, GandhinagarKoba,Gandhinagar","382426","Gujarat","2(f)"
"179","Private","Integral University","Integral University, Dasauli, Kursi Road, LucknowLucknow","226026","Uttar Pradesh","2(f) & 12(B)"
"180","Private","Invertis University","Invertis Village, Bareily-LucknowNational Highway -24, Bareily, U.P.NULL","","Uttar Pradesh","2(f)"
"181","Private","ISBM University","Vill-Nawapara (Kosmi) Block,Tehsil-Chhura,Dist-Gariyaband","493996","Chhattisgarh","2(f)"
"182","Private","ITM (SLS) Baroda University","VILLAGE PALDI, NEAR JAROD, VADODARA HALOL HIGHWAY TAL WAGHODIA, DIST: VADODARANear Jarod,Vododara-Halol Highwary, Vadodara","391510","Gujarat","2(f)"
"183","Private","ITM Skills University","Plot 24 and 25, Institutional Area, Kharghar, Navi Mumbai","410210","Maharashtra","2(f)"
"184","Private","ITM University","Uparwara, Teh.- AbhanpurNaya Raipur,  Distt. Raipur","493 661","Chhattisgarh","2(f)"
"185","Private","ITM University","Opp. Sithouli Rly. StationNH-75, Jhansi RoadGwalior","474001","Madhya Pradesh","2(f)"
"186","Private","ITM Vocational University","Plot 6512, Ajwa Nimeta Road, Raval, Taluka, Vagodia, District - Vadodara, Gujarat.Nimeta Road, Raaval TalukaWaghodia, Vadodara","391760","Gujarat","2(f)"
"187","Private","J. N. C. T professional University","New Chouksey Nagar, Lambakheda, Berasia Road, Bhopal,","462038","Madhya Pradesh","2(f)"
"188","Private","J.E.C.R.C  University","Plot No.IS-2036 to 2039,Ramchandrapura Industrial Area,Vidhani,Sitapura Extn,JaipurRamchandrapura, Sitapura Industrial Area ExtnNear Mahatma Gandhi Hospital, Vidhani Village, Jaipur","303905","Rajasthan","2(f)"
"189","Private","J.G. University","Uvarsad,Distt- Gandhinagar","","Gujarat","2(f)"
"190","Private","J.S. University","5KM MAINPURI ROAD SHIKOHABADFirozabadUttar pradesh","283135","Uttar Pradesh","2(f)"
"191","Private","Jagan Nath University","State Highway 22, Bahadurgarh-Jhajjar Road, Jhajjar","124507","Haryana","2(f)"
"192","Private","Jagannath University","NH-12, Chaksu Byepass, Tonk Road, JaipurTeshil-ChaksuJaipur","303901","Rajasthan","2(f)"
"193","Private","Jagran Lakecity University","Gram Panchayat Mugaliya ChhapTehsil Huzur, Bhopal","462044","Madhya Pradesh","2(f)"
"194","Private","Jai Minesh Adivasi University","In front of IIIT, Ranpur, Kota,","325003","Rajasthan","2(f)"
"195","Private","Jaipur National University","Jaipur-Agra BypassNear New RTO office, JaipurJagatpura","302 017","Rajasthan","2(f)"
"196","Private","Jayoti Vidyapeet Women's University","Vedaant Gyan Valley Village Jharna Mahila-Jobner Line RoadJabner, Jaipur-Ajmer Express Way, Jaipur","303007","Rajasthan","2(f) & 12(B)"
"197","Private","Jaypee University","Aligarh Road, Anoopshahr, District- Bulandshahr, Uttar Pradesh, IndiaDist. Bulandshahar","203390","Uttar Pradesh","2(f)"
"198","Private","Jaypee University of Engineering & Technology","Raghogarh, Guna MPRaghogarhDistt, Guna","473226","Madhya Pradesh","2(f)"
"199","Private","Jaypee University of Information Technology","Distt. Solan","173234","Himachal Pradesh","2(f)"
"200","Private","Jeppiaar University","Rajiv Gandhi Salai,Chennai","600119","Tamil Nadu","2(f)"
"201","Private","Jharkhand Rai University","Raja Ulatu, Namkum, Ranchi, JharkhandRatu RoadRanchi","834010","Jharkhand","2(f)"
"202","Private","Jigyasa University ( Formerly name Himgiri Zee University)","P.O. Sherpur,Chakrata Road,Dehradun","248197","Uttarakhand","2(f)"
